_id,classify,tweetId,timeTweet,tweetUrl,text_cleaned,text_origin
ObjectId("5e5072c7160e825aac3e2c0e"),angry,1231009614684020736,Sat Feb 22 00:15:37 +0000 2020,https://twitter.com/barking_mr/statuses/1231009614684020736,bestest talented amazing funny good hearted fashionable rich always bop music face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose,Bestest  talented   amazing  funny  good hearted  fashionable  rich and always do bop music.  😤😤😤😤  @weareoneEXO https://t.co/5HsosWqHhH
ObjectId("5e5072c7160e825aac3e2c0f"),angry,1231009610569404417,Sat Feb 22 00:15:36 +0000 2020,https://twitter.com/WriteLeeWrite/statuses/1231009610569404417,yup picked two angry bois auckland got rogenrola volbeat dweble durant yet,@kittychix Yup! Picked up two of those angry bois while in Auckland.  Got a roggenrola  volbeat  dwebble or durant yet?
ObjectId("5e5072c7160e825aac3e2c10"),angry,1231009602755411969,Sat Feb 22 00:15:35 +0000 2020,https://twitter.com/kaiikiyowo/statuses/1231009602755411969,im wrong -- u 20 y/o homan u 15 y/o babie face im mad -- face_with_steam_from_nose,@sha_waengg @TXT_bighit @TXT_members so im wrong-- HOW CAN U BE A 20 Y/O HOOMAN WHEN U HAVE A 15 Y/O BABIE FACE im mad-- 😤
ObjectId("5e5072c7160e825aac3e2c11"),angry,1231009596388438016,Sat Feb 22 00:15:33 +0000 2020,https://twitter.com/TODAYonline/statuses/1231009596388438016,covid-19 driver backlash grab reinstates incentive scheme clarifies distribution govt relief,Covid-19: After driver backlash  Grab reinstates incentive scheme  clarifies distribution of Govt relief https://t.co/JOrWG7TaQn https://t.co/AEZvNQsKGh
ObjectId("5e5072c7160e825aac3e2c12"),angry,1231009566915284992,Sat Feb 22 00:15:26 +0000 2020,https://twitter.com/jonathanruiz424/statuses/1231009566915284992,bro knows good ramen place go wanting asap weary_face face_with_steam_from_nose,Bro who knows a good ramen place to go to because I’m wanting some ASAP 😩😤 https://t.co/mu3dICHipJ
ObjectId("5e5072c7160e825aac3e2c13"),angry,1231009563886981120,Sat Feb 22 00:15:25 +0000 2020,https://twitter.com/Hunt_24/statuses/1231009563886981120,bruh looking forward coming back smfh face_with_symbols_on_mouth pouting_face,Bruh!!! I was looking forward to him coming back. Smfh 🤬😡 https://t.co/gmgPqnwDeU
ObjectId("5e5072c7160e825aac3e2c14"),angry,1231009563039563776,Sat Feb 22 00:15:25 +0000 2020,https://twitter.com/chillitabob21/statuses/1231009563039563776,get yer facts ... ..it explained clearly djt go military hate people make “ bottom line ” ... ... pouting_face pouting_face pouting_face,@QuidProSchmo Get yer facts  @QuidProSchmo .....it was all explained very clearly just why DJT did not go to the military!!  I hate it when people make up their own “bottom line”......! !😡😡😡
ObjectId("5e5072c7160e825aac3e2c15"),angry,1231009560636227584,Sat Feb 22 00:15:24 +0000 2020,https://twitter.com/AlisonB12244537/statuses/1231009560636227584,think might getting bit easier friends help lot ones understand anyway ones immediately say `` ooh mother so sweet `` angry_face pouting_face angry_face pouting_face angry_face pouting_face angry_face pouting_face angry_face,@Kevin73343078 @are_rubies @mysticwonderss Me too ! I think it might be getting a bit easier ! Friends help a lot ! Ones that understand anyway   not the ones that immediately say " Ooooooh !! But your mother's sooooo sweet " !! 😠😡😠😡😠😡😠😡😠
ObjectId("5e5072c7160e825aac3e2c16"),angry,1231009549060132865,Sat Feb 22 00:15:22 +0000 2020,https://twitter.com/lultrinaaa_/statuses/1231009549060132865,daddy 3yr anniversary march 6 fstw since february 6 wozy_face really hate time year fr face_with_steam_from_nose losing parent worst feeling,My daddy 3yr anniversary March 6 and I been fstw since February 6 🥴 I really hate this time of the year fr. 😤 losing a parent is the worst feeling!
ObjectId("5e5072c7160e825aac3e2c17"),angry,1231009543724785664,Sat Feb 22 00:15:20 +0000 2020,https://twitter.com/12SoWhatever/statuses/1231009543724785664,trump tariffs understand tarifs paid exporter importer citizens combination sources oh fed paid cost question_mark citizens always pay pouting_face thumbs_down exclamation_mark,@TheRickWilson @MSNBC @BillKristol @RWPUSA @CNN @maddow @davidfrum  TRUMP’S TARIFFS. As I understand it  tarrifs are paid by the Exporter  Importer  Citizens  or some combination of those sources. Oh the Fed is paid  but at what cost and to Who❓ We citizens always pay😡👎❗️
ObjectId("5e5072c7160e825aac3e2c18"),angry,1231009541233532928,Sat Feb 22 00:15:20 +0000 2020,https://twitter.com/annakpz/statuses/1231009541233532928,fat always got ta go face instead asz pouting_face,why the fat always gotta go to my face instead of my assz 😡 https://t.co/WivaRqjEeM
ObjectId("5e5072c7160e825aac3e2c19"),angry,1231009540323319809,Sat Feb 22 00:15:20 +0000 2020,https://twitter.com/carnageisgolden/statuses/1231009540323319809,sure getting sick catching 30 day bans memes sharing facebok pages happened less censorship 30 day ban joke middle_finger face_with_steam_from_nose middle_finger,I sure am getting sick of catching 30 day bans on @Facebook for memes THAT I'M SHARING FROM FACEBOOK PAGES. And what happened to less censorship? 30 day ban for a joke. 🖕😤🖕
ObjectId("5e5072c7160e825aac3e2c1a"),angry,1231009538167447554,Sat Feb 22 00:15:19 +0000 2020,https://twitter.com/yes__lad/statuses/1231009538167447554,doesnt pushes people away get close hes fat meanie pouting_face pouting_face,@MeatyMarley He doesnt he pushes people away if they get too close hes a fat meanie 😡😡
ObjectId("5e5072c7160e825aac3e2c1b"),angry,1231009534275203073,Sat Feb 22 00:15:18 +0000 2020,https://twitter.com/chanelmarceI/statuses/1231009534275203073,hate twitter real shit thought lizo getting jumped face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose,I hate twitter I real shit thought lizzo was out here getting jumped😤😤😤 https://t.co/rVg4jXnyBk
ObjectId("5e5072c7160e825aac3e2c1c"),angry,1231009530403790848,Sat Feb 22 00:15:17 +0000 2020,https://twitter.com/chrispbridgen/statuses/1231009530403790848,pairs nicely nick 'let make trae angry destroys heat take,@ekoreen That pairs nicely with Nick's 'Let's make Trae angry so he destroys the heat' take.
ObjectId("5e5072c7160e825aac3e2c1d"),angry,1231009529833218049,Sat Feb 22 00:15:17 +0000 2020,https://twitter.com/xo1345/statuses/1231009529833218049,ima call tomorrow grimacing_face bills “ need get make money grow tf face_with_symbols_on_mouth face_with_steam_from_nose,Me: Imma just call off tomorrow 😬  My Bills: “NO WHAT YOU NEED TO DO IS GET OUT HERE AND MAKE THIS MONEY AND GROW TF UP 🤬😤 https://t.co/JWreHDimDC
ObjectId("5e5072c7160e825aac3e2c1e"),angry,1231009525420814336,Sat Feb 22 00:15:16 +0000 2020,https://twitter.com/naharmeem/statuses/1231009525420814336,i'hv ur fan since comedy circus watched rewatched ur shows amp u making fun country amp makes angry honestly mad cuz liked u people amp watch ur shows vile content,@KapilSharmaK9 i'hv been ur fan since comedy circus! Watched and rewatched all ur shows again &amp; again! U making fun of my country with @ChunkyThePanday &amp; @apshaha makes me so angry! But honestly I'm more mad at myself cuz i liked u people &amp; watch ur shows with some vile content!
ObjectId("5e5072c7160e825aac3e2c1f"),angry,1231009525190316036,Sat Feb 22 00:15:16 +0000 2020,https://twitter.com/lorik268/statuses/1231009525190316036,illinoisans know corrupt want back crook stayed jail pouting_face pouting_face pouting_face pouting_face pouting_face pouting_face pouting_face,@renato_mariotti And we Illinoisans know he was corrupt. We don’t want him back. He’s a crook and should have stayed in jail!!!! 😡😡😡😡😡😡😡
ObjectId("5e5072c7160e825aac3e2c20"),angry,1231009517929975808,Sat Feb 22 00:15:14 +0000 2020,https://twitter.com/mzaliz/statuses/1231009517929975808,100 understand sarah hurt angry shows loser anger wins keep kids move forward would never let kids go hotel somebody know either loveafterlockup,I 100% understand why Sarah is hurt and angry  but when she shows that loser her anger  he wins. Just keep it about kids and move forward. I would never let my kids go to hotel with somebody I don't know either #loveafterlockup https://t.co/yE7vmCKdHX
ObjectId("5e5072c7160e825aac3e2c21"),angry,1231009510669471744,Sat Feb 22 00:15:13 +0000 2020,https://twitter.com/hello_caramello/statuses/1231009510669471744,right like mix daichi chikara face_with_tears_of_joy face_with_tears_of_joy proud baby crow face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,@1diosyncracies Right??? He's like a mix of daichi and chikara 😂😂 SO PROUD OF THIS BABY CROW 😤😤😤😍😍😍
ObjectId("5e5072c7160e825aac3e2c22"),angry,1231009506911453184,Sat Feb 22 00:15:12 +0000 2020,https://twitter.com/rrrnaaax/statuses/1231009506911453184,rafidha constantly like “ curse enemies ahlul bayt pouting_face pouting_face pouting_face woman_gesturing_NO_medium-light_skin_tone woman_gesturing_NO_medium-light_skin_tone woman_gesturing_NO_medium-light_skin_tone ” enemies ahlul bayt.. make make sense man,rafidha are constantly like “we curse the enemies of ahlul bayt 😡😡😡🙅🏼‍♀️🙅🏼‍♀️🙅🏼‍♀️” but you ARE the enemies of ahlul bayt.. make it make sense man
ObjectId("5e5072c7160e825aac3e2c23"),angry,1231009501677080578,Sat Feb 22 00:15:10 +0000 2020,https://twitter.com/MetsMeet/statuses/1231009501677080578,true jef mcneil 100 better hitter,@pladinosaur @albanian_angry @Mets @You_Found_Nimmo Not true  Jeff McNeil is 100% the better hitter
ObjectId("5e5072c7160e825aac3e2c24"),angry,1231009499525373954,Sat Feb 22 00:15:10 +0000 2020,https://twitter.com/tae_Daeguking/statuses/1231009499525373954,texted saying “ order arrive ” least answer answering loudly_crying_face face_with_steam_from_nose,@joonallnight I just texted them saying “when will my order arrive” they should at least answer but they ain’t answering 😭😤
ObjectId("5e5072c7160e825aac3e2c25"),angry,1231009489689538560,Sat Feb 22 00:15:08 +0000 2020,https://twitter.com/BelowAvgGymLdr/statuses/1231009489689538560,anime privileges revoked watch anime 1 whole year angry_face,@CottonCharmy Your anime privileges have been REVOKED. You can't watch anime for 1 whole year 😠
ObjectId("5e5072c7160e825aac3e2c26"),angry,1231009483691720704,Sat Feb 22 00:15:06 +0000 2020,https://twitter.com/rippinger_joe/statuses/1231009483691720704,sound like angry pimp afraid would inhibit ability exploit girls guess would call bitches,@alexfirth21 @NBCNews You sound like an angry pimp. Are you afraid that do so would inhibit your ability to exploit the girls. Or as I guess you would call them bitches.
ObjectId("5e5072c7160e825aac3e2c27"),angry,1231009468470583297,Sat Feb 22 00:15:02 +0000 2020,https://twitter.com/Rusted_Van/statuses/1231009468470583297,kuboshi anarcho-comunism able hug girls wan- mean finally equality face_with_steam_from_nose,@Bokezaka46 @hlm1x kuboshi: under anarcho-communism  I will be able to hug all the girls I wan- I mean there will finally be equality for all! 😤
ObjectId("5e5072c7160e825aac3e2c28"),angry,1231009456793825280,Sat Feb 22 00:15:00 +0000 2020,https://twitter.com/Chronic26299717/statuses/1231009456793825280,dont angry chemist hun wont known going left like,@shannLouise20 @letties_MH Dont be angry at the chemist hun they wont have known you were going to be left like you have
ObjectId("5e5072c7160e825aac3e2c29"),angry,1231009454830669824,Sat Feb 22 00:14:59 +0000 2020,https://twitter.com/VOTINGindepend/statuses/1231009454830669824,yep problems citizens try help every single country taken want colonize turn countries islamic also destroy native culture countries go face_with_symbols_on_mouth,@Ryder72145623 @KhaledBeydoun Yep  they have had problems with the citizens who try to help them in every single country that has taken them in  they want to colonize and turn the countries Islamic. They also destroy the native culture of the countries they go too.🤬
ObjectId("5e5072c7160e825aac3e2c2a"),angry,1231009449625767938,Sat Feb 22 00:14:58 +0000 2020,https://twitter.com/spookybitchhh/statuses/1231009449625767938,oh know exactly happened seriously go pick package location face_with_symbols_on_mouth honestly might big carry way get weary_face fuck fedex man,@alexshapowal @FedEx Oh i know that is exactly what happened  but seriously i have to go pick up my package from a location 🤬 honestly it might be too big for me to carry but there is no other way to get it 😩 fuck fedex man
ObjectId("5e5072c7160e825aac3e2c2b"),angry,1231009436937998337,Sat Feb 22 00:14:55 +0000 2020,https://twitter.com/ImMrsByun/statuses/1231009436937998337,jongdae apologize life whatever wants get married kids responsibility delusional fantasy libre gamitin yung utak kagigil ka ghorl face_with_steam_from_nose,Jongdae didn’t have to apologize  it’s his life  he can do whatever he wants  he can get married  he can have kids. He has no responsibility for your delusional fantasy. Libre gamitin yung utak. Kagigil ka ghorl. 😤 https://t.co/v12dhMDrE1
ObjectId("5e5072c7160e825aac3e2c2c"),angry,1231009434643595264,Sat Feb 22 00:14:54 +0000 2020,https://twitter.com/supjen__/statuses/1231009434643595264,annoys influencers shit always comeback like bruh coming reason fact really living world feeling like nothing could stop ever wrong blows mind face_with_steam_from_nose face_with_steam_from_nose skull,@ChliGotSeoul it annoys me that when influencers does this shit they ALWAYS have a comeback to it. like bruhh. we not just coming at you for no reason and the fact that they really living in their own world feeling like nothing could stop them or they can’t ever do wrong BLOWS MY MIND. 😤😤💀
ObjectId("5e5072c7160e825aac3e2c2d"),angry,1231009432122937346,Sat Feb 22 00:14:54 +0000 2020,https://twitter.com/Crewedaddy/statuses/1231009432122937346,everyone shared clip racist woman question time taken part normalisation views nobody really shocked hope everyone angry enough challenge anyone even friends repeats stop standing bcqt,Everyone who's shared the clip of the racist woman on Question Time has taken part in the normalisation of these views. Nobody is really shocked by it but I hope everyone is angry enough to challenge anyone  even friends  who repeats them. Stop standing for it. #bbcqt
ObjectId("5e5072c7160e825aac3e2c2e"),angry,1231009427559350272,Sat Feb 22 00:14:53 +0000 2020,https://twitter.com/NerdGirl713/statuses/1231009427559350272,pointed church seeming like covering butts claiming women viewed equal different men reality actions speak louder words especially grew angry towards dalin h. oaks statements family,pointed to the church seeming like they were covering their butts and claiming that women were viewed as equal but different to men  when in reality  actions speak louder than words. I especially grew more angry towards Dallin H. Oaks  because of his statements on The Family: A
ObjectId("5e5072c7160e825aac3e2c2f"),angry,1231009423675527169,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/curlygirly79/statuses/1231009423675527169,hit stupid dang digity follow limit face_with_steam_from_nose face_with_steam_from_nose guess continue lil follow spree tomorrow slepy_face,i hit the stupid dang diggity follow limit 😤😤 SO i guess i'll continue my lil follow spree tomorrow !! 😪
ObjectId("5e5072c7160e825aac3e2c30"),angry,1231009422710755329,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/DragonFlyGlitta/statuses/1231009422710755329,hes one kept asking email pouting_face,@CantStopMeEric @therealjefani @Starlite60 @PacketSn1per @BlackfagRoy @SouthPawAnon2 @keresen_bennath @tf0620 @MeemzerTrudy @Th3M3m3M4k3r @H4Ckerrogue @freedomforce990 @fringepatriot @here4trumpQonly @DeplorableLj @TribbleIndustr1 @hogansgoat2423 @jjilmary @4heartandsoul @KarmaRecycled81 @JustinWooley79 @SouthPawAnon @RedpillRocky @O3Pack @MFookery @KonaCovfefe @WokeasfC @AMSurvivalists @Delta5by5Dawn @LatinCat @charlie_3_6_9 @realDonaldTrump @Riley99795809 @8Notables @ROYALMRBADNEWS @shadygrooove @intheMatrixxx @Starlite69 @JustJVega HES the one that kept asking for my email 😡 https://t.co/80MTXk1bl1
ObjectId("5e5072c7160e825aac3e2c31"),angry,1231009420189949952,Sat Feb 22 00:14:51 +0000 2020,https://twitter.com/hyensoul/statuses/1231009420189949952,little ‘ wao ’ kim lip part cute ass face_with_symbols_on_mouth,her little ‘wao’ after kim lip did her part in so what  cute ass 🤬 https://t.co/LNafd1Borx
ObjectId("5e5072c7160e825aac3e2c32"),angry,1231009419091161088,Sat Feb 22 00:14:51 +0000 2020,https://twitter.com/NSimplegoing/statuses/1231009419091161088,face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth india blue passports face_with_symbols_on_mouth blue.. things broken change things broken fix,@BBCNews 🤬🤬🤬🤬🤬 india have blue passports !!! Why 🤬 blue.. things not broken why change - things broken you don’t fix!!
ObjectId("5e5072c7160e825aac3e2c33"),angry,1231009418915012609,Sat Feb 22 00:14:51 +0000 2020,https://twitter.com/livelove_lupita/statuses/1231009418915012609,love tchami glad finally get see ’ ’ selves edc face_with_steam_from_nose,I love you with tchami but I’m so glad I finally get to see y’all by y’all selves at a edc 😤 https://t.co/RyCbTDsU3y
ObjectId("5e5072c7160e825aac3e2c34"),angry,1231009411025514497,Sat Feb 22 00:14:49 +0000 2020,https://twitter.com/YoDabbaDabba_/statuses/1231009411025514497,boomer today said `` seem responsible old care asking ring nose '' bc im cool smiling_face_with_sunglases face_with_steam_from_nose,Some boomer today said to me " you seem responsible and I'm old so I don't care on asking why do you have that ring in your nose"   Bc im cool 😎 😤
ObjectId("5e5072c7160e825aac3e2c35"),angry,1231009409548992512,Sat Feb 22 00:14:48 +0000 2020,https://twitter.com/SandraRaya_/statuses/1231009409548992512,went quietest nail salon ever stomach making angry hungry sounds lmao nailsbeforenutrition,Went to the quietest nail salon ever and my stomach was making the most angry hungry sounds lmao. #nailsbeforenutrition
ObjectId("5e5072c7160e825aac3e2c36"),angry,1231009391953887232,Sat Feb 22 00:14:44 +0000 2020,https://twitter.com/SammyReiSchwarz/statuses/1231009391953887232,sick amp tired old sex work tropes face_with_steam_from_nose favorite portrayals sex workers fiction genre medium welcome umbrella,Sick &amp; tired of the same old sex work tropes!! 😤 What are your favorite portrayals of sex workers in fiction? (Any genre or medium welcome!) ☂
ObjectId("5e5072c7160e825aac3e2c37"),angry,1231009389668073472,Sat Feb 22 00:14:44 +0000 2020,https://twitter.com/heather9284/statuses/1231009389668073472,want old mom back know anymore always angry always blaming everything everyone else loving caring mama raised unles animal wish could afford move pensive_face,I want my old mom back. I don’t know who she is anymore. She’s always angry  always blaming everything on everyone else. She’s not the loving and caring mama that raised me (unless it’s to an animal). I wish I could afford to move out. 😔
ObjectId("5e5072c7160e825aac3e2c38"),angry,1231009380419563520,Sat Feb 22 00:14:41 +0000 2020,https://twitter.com/Mariann72416833/statuses/1231009380419563520,say right trump supporters violent thinking_face confused_face angry_face,@HillTownTrader1 @BreitbartNews And then they say that the right and Trump supporters are violent🤔😕😠
ObjectId("5e5072c7160e825aac3e2c39"),angry,1231009378884562945,Sat Feb 22 00:14:41 +0000 2020,https://twitter.com/cesiu232/statuses/1231009378884562945,please fix xp duos played total 10 hours level 13 exploding_head face_with_steam_from_nose,@FortniteGame Please fix the XP in Duos! I played for a total of 10 hours now and I'm only level 13 🤯😤
ObjectId("5e5072c7160e825aac3e2c3a"),angry,1231009376229580801,Sat Feb 22 00:14:40 +0000 2020,https://twitter.com/SamfordSB/statuses/1231009376229580801,.AT_USER walk-of hit roberson jackson come score final angry_face_with_horns 1 dog_face 9 togetherwecan alforsamford,.@ryan_b_ with the walk-off hit!  Roberson and Jackson come in to score!  FINAL 👿: 1 🐶: 9  #TogetherWeCan #AllForSAMford https://t.co/1AuVZW7BHr
ObjectId("5e5072c7160e825aac3e2c3b"),angry,1231009369749434369,Sat Feb 22 00:14:39 +0000 2020,https://twitter.com/bubblebrained/statuses/1231009369749434369,swetcheks going back forth whether corbin mcreary claimant cumberland falls ... ... ... gon na roll face_with_steam_from_nose,me and sweetcheeks have been going back and forth about whether corbin or mccreary is the claimant of cumberland falls.......... we’re gonna roll 😤
ObjectId("5e5072c7160e825aac3e2c3c"),angry,1231009368533061637,Sat Feb 22 00:14:39 +0000 2020,https://twitter.com/bless_wine/statuses/1231009368533061637,tweps disappointed decided party alone aho nzabafatira nzabereka pouting_face pouting_face pouting_face pouting_face pouting_face pouting_face,When the tweeps disappointed and you decided to party alone @Mugisha885 @NdayisengaRegis @hospital250 aho nzabafatira nzabereka😡😡😡😡😡😡 https://t.co/hdoU8RPXCC
ObjectId("5e5072c7160e825aac3e2c3d"),angry,1231009367815749634,Sat Feb 22 00:14:38 +0000 2020,https://twitter.com/Budnastu/statuses/1231009367815749634,apparently £10 credit account sufficient compensation weeks connections issues even cover cost calls sky non -helpline joke pouting_face face_with_symbols_on_mouth,@SkyHelpTeam @SkyUK @MoneyTelegraph @SkyCorporate @bbcwatchdog @OmbudServices  Apparently the £10 credit on my account is sufficient compensation for weeks of connections issues  this doesn't even cover the cost of calls to the sky (non)-helpline  what a joke😡🤬
ObjectId("5e5072c7160e825aac3e2c3e"),angry,1231009362572804096,Sat Feb 22 00:14:37 +0000 2020,https://twitter.com/HoneybadgerLA/statuses/1231009362572804096,receive horseshit 30 minutes ago calling “ unity donations. ” mention bernie russians face_with_symbols_on_mouth firetomperez,@KHiveQueenB And then I receive this horseshit about 30 minutes ago. Calling for “unity donations.” No mention of Bernie and the Russians. 🤬 #FireTomPerez https://t.co/x59lryzAx4
ObjectId("5e5072c7160e825aac3e2c3f"),angry,1231009359741759488,Sat Feb 22 00:14:37 +0000 2020,https://twitter.com/Staco837/statuses/1231009359741759488,damn boogie wen u come bac u got sum prove kno u still got face_with_symbols_on_mouth,Damn boogie wen u come bac u got sum to prove I kno u still got it 🤬 @boogiecousins
ObjectId("5e5072c7160e825aac3e2c40"),angry,1231009358948864000,Sat Feb 22 00:14:36 +0000 2020,https://twitter.com/samanthalumley1/statuses/1231009358948864000,omg quality control process important democracy pouting_face United_States,@MarcSallinger @KyleClark OMG  is there NO quality control over the process that is most important to our democracy? 😡🇺🇸
ObjectId("5e5072c7160e825aac3e2c41"),angry,1231009356344262656,Sat Feb 22 00:14:36 +0000 2020,https://twitter.com/james_98188/statuses/1231009356344262656,aw ... hear angry russia careful donald might help win way even democratic candidates `` nothing '' still hugely better crap,@realDonaldTrump Aw...I hear you're angry at Russia.  Careful there Donald  they might not help you win again.    (By the way  even IF the Democratic Candidates are "Do Nothing " that's STILL HUGELY better than all the CRAP you've been doing.)
ObjectId("5e5072c7160e825aac3e2c42"),angry,1231009343258140672,Sat Feb 22 00:14:33 +0000 2020,https://twitter.com/maisieosis/statuses/1231009343258140672,bex im even kidding family r glasgow weekend see sister im angry didnt invite,@heartofsmine BEX IM NOT EVEN KIDDING MY FAMILY R IN GLASGOW THIS WEEKEND TO SEE MY SISTER AND IM SO ANGRY THEY DIDNT INVITE ME
ObjectId("5e5072c7160e825aac3e2c43"),angry,1231009332851920896,Sat Feb 22 00:14:30 +0000 2020,https://twitter.com/whatnow95785272/statuses/1231009332851920896,schools anything reprimand children anymore result exploding_head face_with_steam_from_nose loudly_crying_face children always cruel recourse california even suspend student willful defiance teacher,@newscomauHQ The schools don’t do anything to reprimand children anymore.  This is the result.🤯😤😭Children have always been cruel  but now there is no recourse.  In California you can’t even suspend a student for willful defiance to a teacher.
